"MovieName","Rank","Score","CommentNumber","Link","Quote"
"摔跤吧！爸爸",30,"9.0","1009335","https://movie.douban.com/subject/26387939/","你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。"
"少年派的奇幻漂流",31,"9.1","960258","https://movie.douban.com/subject/1929463/","瑰丽壮观、无人能及的冒险之旅。"
"指环王3：王者无敌",32,"9.2","493240","https://movie.douban.com/subject/1291552/","史诗的终章。"
"末代皇帝",33,"9.2","449031","https://movie.douban.com/subject/1293172/","“不要跟我比惨，我比你更惨”再适合这部电影不过了。"
"寻梦环游记",34,"9.1","962007","https://movie.douban.com/subject/20495023/","死亡不是真的逝去，遗忘才是永恒的消亡。"
"飞屋环游记",35,"9.0","885159","https://movie.douban.com/subject/2129039/","最后那些最无聊的事情，才是最值得怀念的。 "
"十二怒汉",36,"9.4","297136","https://movie.douban.com/subject/1293182/","1957年的理想主义。 "
"鬼子来了",37,"9.2","412054","https://movie.douban.com/subject/1291858/","对敌人的仁慈，就是对自己残忍。"
"天空之城",38,"9.1","563962","https://movie.douban.com/subject/1291583/","对天空的追逐，永不停止。 "
"大话西游之月光宝盒",39,"9.0","787593","https://movie.douban.com/subject/1299398/","旷古烁今。"
"天堂电影院",40,"9.2","453390","https://movie.douban.com/subject/1291828/","那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。"
"哈尔的移动城堡",41,"9.0","641677","https://movie.douban.com/subject/1308807/","带着心爱的人在天空飞翔。"
"何以为家",42,"9.1","543379","https://movie.douban.com/subject/30170448/","凝视卑弱生命，用电影改变命运。"
"罗马假日",43,"9.0","649853","https://movie.douban.com/subject/1293839/","爱情哪怕只有一天。"
"素媛",44,"9.2","392101","https://movie.douban.com/subject/21937452/","受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。"
"闻香识女人",45,"9.0","562928","https://movie.douban.com/subject/1298624/","史上最美的探戈。"
"搏击俱乐部",46,"9.0","598208","https://movie.douban.com/subject/1292000/","邪恶与平庸蛰伏于同一个母体，在特定的时间互相对峙。"
"辩护人",47,"9.2","396866","https://movie.douban.com/subject/21937445/","电影的现实意义大过电影本身。"
"窃听风暴",48,"9.1","382240","https://movie.douban.com/subject/1900841/","别样人生。"
"死亡诗社",49,"9.1","463885","https://movie.douban.com/subject/1291548/","当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。"
"教父2",50,"9.2","338235","https://movie.douban.com/subject/1299131/","优雅的孤独。"
"指环王2：双塔奇兵",51,"9.1","453664","https://movie.douban.com/subject/1291572/","承前启后的史诗篇章。"
"狮子王",52,"9.0","515656","https://movie.douban.com/subject/1301753/","动物版《哈姆雷特》。"
"哈利·波特与魔法石",53,"9.0","574293","https://movie.douban.com/subject/1295038/","童话世界的开端。"
"两杆大烟枪",54,"9.1","405319","https://movie.douban.com/subject/1293350/","4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。"
"飞越疯人院",55,"9.1","408355","https://movie.douban.com/subject/1292224/","自由万岁。"
"指环王1：魔戒再现",56,"9.0","509700","https://movie.douban.com/subject/1291571/","传说的开始。"
"大闹天宫",57,"9.3","237661","https://movie.douban.com/subject/1418019/","经典之作，历久弥新。"
"饮食男女",58,"9.1","367930","https://movie.douban.com/subject/1291818/","人生不能像做菜，把所有的料都准备好了才下锅。"
"美丽心灵",59,"9.0","500649","https://movie.douban.com/subject/1306029/","爱是一切逻辑和原由。"
"V字仇杀队",60,"8.9","713295","https://movie.douban.com/subject/1309046/","一张面具背后的理想与革命。"
"我不是药神",61,"9.0","1373050","https://movie.douban.com/subject/26752088/","对我们国家而言，这样的电影多一部是一部。"
"黑客帝国",62,"9.0","507138","https://movie.douban.com/subject/1291843/","视觉革命。"
"钢琴家",63,"9.1","334204","https://movie.douban.com/subject/1296736/","音乐能化解仇恨。"
"本杰明·巴顿奇事",64,"8.9","656467","https://movie.douban.com/subject/1485260/","在时间之河里感受溺水之苦。"
"猫鼠游戏",65,"9.0","500132","https://movie.douban.com/subject/1305487/","骗子大师和执著警探的你追我跑故事。 "
"海豚湾",66,"9.3","269903","https://movie.douban.com/subject/3442220/","海豚的微笑，是世界上最高明的伪装。"
"让子弹飞",67,"8.8","1068112","https://movie.douban.com/subject/3742360/","你给我翻译翻译，神马叫做TMD的惊喜。"
"看不见的客人",68,"8.8","752189","https://movie.douban.com/subject/26580232/","你以为你以为的就是你以为的。"
"情书",69,"8.9","607046","https://movie.douban.com/subject/1292220/","暗恋的极致。"
"西西里的美丽传说",70,"8.9","638903","https://movie.douban.com/subject/1292402/","美丽无罪。"
"小鞋子",71,"9.2","257037","https://movie.douban.com/subject/1303021/","奔跑的孩子是天使。"
"拯救大兵瑞恩",72,"9.0","422596","https://movie.douban.com/subject/1292849/","美利坚精神输出大片No1."
"美国往事",73,"9.2","280576","https://movie.douban.com/subject/1292262/","往事如烟，无处祭奠。"
"音乐之声",74,"9.0","390006","https://movie.douban.com/subject/1294408/","用音乐化解仇恨，让歌声串起美好。"
"穿条纹睡衣的男孩",75,"9.1","314743","https://movie.douban.com/subject/3008247/","尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。"
"致命魔术",76,"8.9","561572","https://movie.douban.com/subject/1780330/","孪生蝙蝠侠大战克隆金刚狼。"
"七宗罪",77,"8.8","658944","https://movie.douban.com/subject/1292223/","警察抓小偷，老鼠玩死猫。"
"低俗小说",78,"8.8","560020","https://movie.douban.com/subject/1291832/","故事的高级讲法。"
"被嫌弃的松子的一生",79,"8.9","500553","https://movie.douban.com/subject/1787291/","以戏谑来戏谑戏谑。"
"沉默的羔羊",80,"8.8","556720","https://movie.douban.com/subject/1293544/","安东尼·霍普金斯的顶级表演。"
"蝴蝶效应",81,"8.8","616700","https://movie.douban.com/subject/1292343/","人的命运被自己瞬间的抉择改变。"
"春光乍泄",82,"8.9","414654","https://movie.douban.com/subject/1292679/","爱情纠缠，男女一致。"
"心灵捕手",83,"8.9","458552","https://movie.douban.com/subject/1292656/","人生中应该拥有这样的一段豁然开朗。"
"禁闭岛",84,"8.8","613094","https://movie.douban.com/subject/2334904/","昔日翩翩少年，今日大腹便便。"
"布达佩斯大饭店",85,"8.8","578033","https://movie.douban.com/subject/11525673/","小清新的故事里注入了大历史的情怀。"
"勇敢的心",86,"8.9","422648","https://movie.douban.com/subject/1294639/","史诗大片的典范。"
"剪刀手爱德华",87,"8.7","751190","https://movie.douban.com/subject/1292370/","浪漫忧郁的成人童话。"
"天使爱美丽",88,"8.7","723869","https://movie.douban.com/subject/1292215/","法式小清新。 "
"阿凡达",89,"8.7","888450","https://movie.douban.com/subject/1652587/","绝对意义上的美轮美奂。"
"摩登时代",90,"9.3","179300","https://movie.douban.com/subject/1294371/","大时代中的人生，小人物的悲喜。"
"绿皮书",91,"8.9","953840","https://movie.douban.com/subject/27060077/","去除成见，需要勇气。"
"海蒂和爷爷",92,"9.2","206516","https://movie.douban.com/subject/25958717/","如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。"
"加勒比海盗",93,"8.7","587355","https://movie.douban.com/subject/1298070/","约翰尼·德普的独角戏。"
"致命ID",94,"8.8","514142","https://movie.douban.com/subject/1297192/","最不可能的那个人永远是最可能的。"
"喜剧之王",95,"8.7","604017","https://movie.douban.com/subject/1302425/","我是一个演员。"
"断背山",96,"8.8","500778","https://movie.douban.com/subject/1418834/","每个人心中都有一座断背山。"
"幽灵公主",97,"8.9","368171","https://movie.douban.com/subject/1297359/","人与自然的战争史诗。"
"入殓师",98,"8.8","430810","https://movie.douban.com/subject/2149806/","死可能是一道门，逝去并不是终结，而是超越，走向下一程。"
"狩猎",99,"9.1","225613","https://movie.douban.com/subject/6985810/","人言可畏。"
"阳光灿烂的日子",100,"8.8","422319","https://movie.douban.com/subject/1291875/","一场华丽的意淫。"
"重庆森林",101,"8.7","529058","https://movie.douban.com/subject/1291999/","寂寞没有期限。"
"第六感",102,"8.9","363083","https://movie.douban.com/subject/1297630/","深入内心的恐怖，出人意料的结局。"
"杀人回忆",103,"8.8","412447","https://movie.douban.com/subject/1300299/","关于连环杀人悬案的集体回忆。"
"请以你的名字呼唤我",104,"8.9","392786","https://movie.douban.com/subject/26799731/","沉醉在电影的情感和视听氛围中无法自拔。"
"小森林 夏秋篇",105,"9.0","265951","https://movie.douban.com/subject/25814705/","那些静得只能听见呼吸的日子里，你明白孤独即生活。"
"消失的爱人",106,"8.7","594925","https://movie.douban.com/subject/21318488/","年度最佳date movie。"
"玛丽和马克思",107,"8.9","314403","https://movie.douban.com/subject/3072124/","你是我最好的朋友，你是我唯一的朋友 。"
"哈利·波特与死亡圣器(下)",108,"8.8","477241","https://movie.douban.com/subject/3011235/","10年的完美句点。"
"告白",109,"8.7","510634","https://movie.douban.com/subject/4268598/","没有一人完全善，也没有一人完全恶。"
"红辣椒",110,"9.0","249194","https://movie.douban.com/subject/1865703/","梦的勾结。"
"爱在黎明破晓前",111,"8.8","379609","https://movie.douban.com/subject/1296339/","缘分是个连绵词，最美不过一瞬。"
"7号房的礼物",112,"8.9","328601","https://movie.douban.com/subject/10777687/","《我是山姆》的《美丽人生》。"
"一一",113,"9.0","233227","https://movie.douban.com/subject/1292434/","我们都曾经是一一。"
"大鱼",114,"8.8","389336","https://movie.douban.com/subject/1291545/","抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。"
"侧耳倾听",115,"8.9","295387","https://movie.douban.com/subject/1297052/","少女情怀总是诗。"
"阳光姐妹淘",116,"8.8","424137","https://movie.douban.com/subject/4917726/","再多各自牛逼的时光，也比不上一起傻逼的岁月。 "
"小森林 冬春篇",117,"9.0","233270","https://movie.douban.com/subject/25814707/","尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。"
"射雕英雄传之东成西就",118,"8.7","431985","https://movie.douban.com/subject/1316510/","百看不厌。 "
"超脱",119,"8.9","298165","https://movie.douban.com/subject/5322596/","穷尽一生，我们要学会的，不过是彼此拥抱。"
"蝙蝠侠：黑暗骑士崛起",120,"8.7","474919","https://movie.douban.com/subject/3395373/","诺兰就是保证。"
"甜蜜蜜",121,"8.8","341717","https://movie.douban.com/subject/1305164/","相逢只要一瞬间，等待却像是一辈子。"
"倩女幽魂",122,"8.7","462113","https://movie.douban.com/subject/1297447/","两张绝世的脸。 "
"驯龙高手",123,"8.7","501230","https://movie.douban.com/subject/2353023/","和谐的生活离不开摸头与被摸头。"
"唐伯虎点秋香",124,"8.6","648494","https://movie.douban.com/subject/1306249/","华太师是黄霑，吴镇宇四大才子之一。"
"菊次郎的夏天",125,"8.8","331311","https://movie.douban.com/subject/1293359/","从没见过那么流氓的温柔，从没见过那么温柔的流氓。"
"萤火之森",126,"8.8","312001","https://movie.douban.com/subject/5989818/","触不到的恋人。"
"恐怖直播",127,"8.8","406467","https://movie.douban.com/subject/21360417/","恐怖分子的“秋菊打官司”。"
"爱在日落黄昏时",128,"8.8","326622","https://movie.douban.com/subject/1291990/","九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。"
"幸福终点站",129,"8.8","353109","https://movie.douban.com/subject/1292274/","有时候幸福需要等一等。 "
"超能陆战队",130,"8.7","645431","https://movie.douban.com/subject/11026735/","Balalala~~~"
"借东西的小人阿莉埃蒂",131,"8.8","350595","https://movie.douban.com/subject/4202302/","曾经的那段美好会沉淀为一辈子的记忆。"
"无人知晓",132,"9.1","166608","https://movie.douban.com/subject/1292337/","我的平常生活就是他人的幸福。"
"神偷奶爸",133,"8.6","649887","https://movie.douban.com/subject/3287562/","Mr. I Don&#39;t Care其实也有Care的时候。"
"风之谷",134,"8.9","265786","https://movie.douban.com/subject/1291585/","动画片的圣经。"
"怪兽电力公司",135,"8.7","418392","https://movie.douban.com/subject/1291579/","不要给它起名字，起了名字就有感情了。"
"上帝之城",136,"8.9","217683","https://movie.douban.com/subject/1292208/","被上帝抛弃了的上帝之城。"
"玩具总动员3",137,"8.8","324672","https://movie.douban.com/subject/1858711/","跨度十五年的欢乐与泪水。"
"血战钢锯岭",138,"8.7","538272","https://movie.douban.com/subject/26325320/","优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。"
"完美的世界",139,"9.1","153841","https://movie.douban.com/subject/1300992/","坏人的好总是比好人的好来得更感人。"
"电锯惊魂",140,"8.7","329890","https://movie.douban.com/subject/1417598/","真相就在眼前。"
"傲慢与偏见",141,"8.6","492175","https://movie.douban.com/subject/1418200/","爱是摈弃傲慢与偏见之后的曙光。"
"喜宴",142,"8.9","223165","https://movie.douban.com/subject/1303037/","中国家庭的喜怒哀乐忍。"
"时空恋旅人",143,"8.7","353976","https://movie.douban.com/subject/10577869/","把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。"
"岁月神偷",144,"8.7","431006","https://movie.douban.com/subject/3792799/","岁月流逝，来日可追。"
"谍影重重3",145,"8.8","287285","https://movie.douban.com/subject/1578507/","像吃了苏打饼一样干脆的电影。"
"七武士",146,"9.2","124085","https://movie.douban.com/subject/1295399/","时代悲歌。"
"英雄本色",147,"8.7","323214","https://movie.douban.com/subject/1297574/","英雄泪短，兄弟情长。 "
"教父3",148,"8.9","223863","https://movie.douban.com/subject/1294240/","任何信念的力量，都无法改变命运。"
"疯狂原始人",149,"8.7","579066","https://movie.douban.com/subject/1907966/","老少皆宜，这就是好莱坞动画的魅力。"
"被解救的姜戈",150,"8.7","407185","https://movie.douban.com/subject/6307447/","热血沸腾，那个低俗、性感的无耻混蛋又来了。"
"真爱至上",151,"8.6","489345","https://movie.douban.com/subject/1292401/","爱，是个动词。"
"萤火虫之墓",152,"8.7","300638","https://movie.douban.com/subject/1293318/","幸福是生生不息，却难以触及的远。 "
"三块广告牌",153,"8.7","563630","https://movie.douban.com/subject/26611804/","怼天怼地，你走后，她与世界为敌。"
"心迷宫",154,"8.7","318290","https://movie.douban.com/subject/25917973/","荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。"
"东邪西毒",155,"8.6","405057","https://movie.douban.com/subject/1292328/","电影诗。"
"爆裂鼓手",156,"8.7","366715","https://movie.douban.com/subject/25773932/","这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。"
"纵横四海",157,"8.8","262357","https://movie.douban.com/subject/1295409/","香港浪漫主义警匪动作片的巅峰之作。"
"哪吒闹海",158,"9.0","156924","https://movie.douban.com/subject/1307315/","想你时你在闹海。"
"记忆碎片",159,"8.6","412828","https://movie.douban.com/subject/1304447/","一个针管引发的血案。"
"贫民窟的百万富翁",160,"8.6","537687","https://movie.douban.com/subject/2209573/","上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁"
"达拉斯买家俱乐部",161,"8.8","300198","https://movie.douban.com/subject/1793929/","Jared Leto的腿比女人还美！"
"黑天鹅",162,"8.6","600634","https://movie.douban.com/subject/1978709/","黑暗之美。"
"荒蛮故事",163,"8.8","265870","https://movie.douban.com/subject/24750126/","始于荒诞，止于更荒诞。"
"我是山姆",164,"8.9","189453","https://movie.douban.com/subject/1306861/","爱并不需要智商 。"
"功夫",165,"8.5","583801","https://movie.douban.com/subject/1291543/","警恶惩奸，维护世界和平这个任务就交给你了，好吗？"
"天书奇谭",166,"9.2","122030","https://movie.douban.com/subject/1428581/","传奇的年代，醉人的童话。"
"花样年华",167,"8.6","376383","https://movie.douban.com/subject/1291557/","偷情本没有这样美。"
"头号玩家",168,"8.7","942156","https://movie.douban.com/subject/4920389/","写给影迷，动漫迷和游戏迷的一封情书。"
"你的名字。",169,"8.4","890857","https://movie.douban.com/subject/26683290/","穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。"
"卢旺达饭店",170,"8.9","186623","https://movie.douban.com/subject/1291822/","当这个世界闭上双眼，他却敞开了怀抱。"
"雨人",171,"8.7","292159","https://movie.douban.com/subject/1291870/","生活在自己的世界里，也可以让周围的人显得可笑和渺小。"
"头脑特工队",172,"8.7","386048","https://movie.douban.com/subject/10533913/","愿我们都不用长大，每一座城堡都能永远存在。"
"忠犬八公物语",173,"9.1","117385","https://movie.douban.com/subject/1959195/","养狗三日，便会对你终其一生。"
"一个叫欧维的男人决定去死",174,"8.8","232977","https://movie.douban.com/subject/26628357/","惠及一生的美丽。"
"模仿游戏",175,"8.7","400024","https://movie.douban.com/subject/10463953/","他给机器起名“克里斯托弗”，因为这是他初恋的名字。"
"你看起来好像很好吃",176,"8.9","227878","https://movie.douban.com/subject/4848115/","感情不分食草或者食肉。"
"无敌破坏王",177,"8.7","350401","https://movie.douban.com/subject/6534248/","迪士尼和皮克斯拿错剧本的产物。"
"黑客帝国3：矩阵革命",178,"8.7","268685","https://movie.douban.com/subject/1302467/","不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。"
"未麻的部屋",179,"8.9","171228","https://movie.douban.com/subject/1395091/","好的剧本是，就算你猜到了结局也猜不到全部。"
"恋恋笔记本",180,"8.5","433986","https://movie.douban.com/subject/1309163/","爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 "
"冰川时代",181,"8.5","424419","https://movie.douban.com/subject/1291578/","松鼠才是角儿。"
"海边的曼彻斯特",182,"8.6","329320","https://movie.douban.com/subject/25980443/","我们都有权利不与自己的过去和解。"
"人生果实",183,"9.5","69131","https://movie.douban.com/subject/26874505/","土壤没有落叶不会肥沃，没有了你就不算人生。"
"釜山行",184,"8.5","700245","https://movie.douban.com/subject/25986180/","揭露人性的丧尸题材力作。"
"二十二",185,"8.7","196700","https://movie.douban.com/subject/26430107/","有一些东西不应该被遗忘。"
"虎口脱险",186,"8.9","157108","https://movie.douban.com/subject/1296909/","永远看不腻的喜剧。"
"海街日记",187,"8.7","251024","https://movie.douban.com/subject/25895901/","是枝裕和的家庭习作。"
"雨中曲",188,"9.0","138464","https://movie.douban.com/subject/1293460/","骨灰级歌舞片。"
"房间",189,"8.8","261568","https://movie.douban.com/subject/25724855/","被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。"
"人工智能",190,"8.6","290305","https://movie.douban.com/subject/1302827/","对爱的执着，可以超越一切。"
"恐怖游轮",191,"8.4","520606","https://movie.douban.com/subject/3011051/","不要企图在重复中寻找已经失去的爱。"
"魔女宅急便",192,"8.6","311513","https://movie.douban.com/subject/1307811/","宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。"
"惊魂记",193,"8.9","148816","https://movie.douban.com/subject/1293181/","故事的反转与反转，分裂电影的始祖。"
"海洋",194,"9.1","123960","https://movie.douban.com/subject/3443389/","大海啊，不全是水。"
"罗生门",195,"8.8","201498","https://movie.douban.com/subject/1291879/","人生的N种可能性。"
"燃情岁月",196,"8.8","202721","https://movie.douban.com/subject/1295865/","传奇，不是每个人都可以拥有。"
"哈利·波特与阿兹卡班的囚徒",197,"8.6","336367","https://movie.douban.com/subject/1291544/","不一样的导演，不一样的哈利·波特。"
"新世界",198,"8.8","197817","https://movie.douban.com/subject/10437779/","要做就做得狠一点，这样才能活下去。"
"穿越时空的少女",199,"8.6","277559","https://movie.douban.com/subject/1937946/","爱上未来的你。 "
"疯狂的石头",200,"8.4","524909","https://movie.douban.com/subject/1862151/","中国版《两杆大烟枪》。"
"魂断蓝桥",201,"8.8","183511","https://movie.douban.com/subject/1293964/","中国式内在的美国电影。"
"奇迹男孩",202,"8.6","377954","https://movie.douban.com/subject/26787574/","世界不完美，爱会有奇迹。"
"终结者2：审判日",203,"8.7","232542","https://movie.douban.com/subject/1291844/","少见的超越首部的续集，动作片中的经典。"
"哈利·波特与密室",204,"8.5","354959","https://movie.douban.com/subject/1296996/","魔法的密室之门已打开..."
"可可西里",205,"8.8","193529","https://movie.douban.com/subject/1308857/","坚硬的信仰。"
"爱在午夜降临前",206,"8.8","198975","https://movie.douban.com/subject/10808442/","所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。"
"初恋这件小事",207,"8.4","710218","https://movie.douban.com/subject/4739952/","黑小鸭速效美白记。"
"完美陌生人",208,"8.5","374091","https://movie.douban.com/subject/26614893/","来啊，互相伤害啊！"
"阿飞正传",209,"8.5","331156","https://movie.douban.com/subject/1305690/","王家卫是一种风格，张国荣是一个代表。"
"牯岭街少年杀人事件",210,"8.8","169220","https://movie.douban.com/subject/1292329/","弱者送给弱者的一刀。"
"2001太空漫游",211,"8.8","181917","https://movie.douban.com/subject/1292226/","现代科幻电影的开山之作，最伟大导演的最伟大影片。"
"猜火车",212,"8.5","326359","https://movie.douban.com/subject/1292528/","不可猜的青春迷笛。 "
"香水",213,"8.5","396539","https://movie.douban.com/subject/1760622/","一个单凭体香达到高潮的男人。"
"谍影重重2",214,"8.6","243634","https://movie.douban.com/subject/1308767/","谁说王家卫镜头很晃？"
"谍影重重",215,"8.6","290977","https://movie.douban.com/subject/1304102/","哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。"
"无耻混蛋",216,"8.6","330724","https://movie.douban.com/subject/1438652/","昆汀同学越来越变态了，比北野武还杜琪峰。"
"战争之王",217,"8.6","247330","https://movie.douban.com/subject/1419936/","做一颗让别人需要你的棋子。"
"青蛇",218,"8.5","338656","https://movie.douban.com/subject/1303394/","人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。"
"新龙门客栈",219,"8.6","292633","https://movie.douban.com/subject/1292287/","嬉笑怒骂，调风动月。"
"地球上的星星",220,"8.9","137436","https://movie.douban.com/subject/2363506/","天使保护事件始末。"
"绿里奇迹",221,"8.8","172629","https://movie.douban.com/subject/1300374/","天使暂时离开。"
"源代码",222,"8.4","566112","https://movie.douban.com/subject/3075287/","邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。"
"浪潮",223,"8.7","190361","https://movie.douban.com/subject/2297265/","世界离独裁只有五天。"
"小偷家族",224,"8.7","528188","https://movie.douban.com/subject/27622447/","我们组成了家。"
"朗读者",225,"8.5","353837","https://movie.douban.com/subject/2213597/","当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 "
"城市之光",226,"9.3","78087","https://movie.douban.com/subject/1293908/","永远的小人物，伟大的卓别林。"
"步履不停",227,"8.8","162544","https://movie.douban.com/subject/2222996/","日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。"
"血钻",228,"8.6","229903","https://movie.douban.com/subject/1428175/","每个美丽事物背后都是滴血的现实。"
"彗星来的那一夜",229,"8.5","324494","https://movie.douban.com/subject/25807345/","小成本大魅力。"
"疯狂的麦克斯4：狂暴之路",230,"8.6","339635","https://movie.douban.com/subject/3592854/","“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~"
"小萝莉的猴神大叔",231,"8.4","320236","https://movie.douban.com/subject/26393561/","宝莱坞的萝莉与大叔。"
"再次出发之纽约遇见你",232,"8.5","277928","https://movie.douban.com/subject/6874403/","爱我就给我看你的播放列表。"
"追随",233,"8.9","121757","https://movie.douban.com/subject/1397546/","诺兰的牛逼来源于内心散发出的恐惧。"
"色，戒",234,"8.4","432200","https://movie.douban.com/subject/1828115/","假戏真情，爱欲深海"
"一次别离",235,"8.7","184747","https://movie.douban.com/subject/5964718/","只有有信仰的人才能说出事实真相。"
"东京物语",236,"9.2","83277","https://movie.douban.com/subject/1291568/","东京那么大，如果有一天走失了，恐怕一辈子不能再相见。"
"大佛普拉斯",237,"8.7","237330","https://movie.douban.com/subject/27059130/","人们可以登上月球，却永远无法探索人们内心的宇宙。"
"遗愿清单",238,"8.6","229816","https://movie.douban.com/subject/1867345/","用剩余不多的时间，去燃烧整个生命。"
"聚焦",239,"8.8","193047","https://movie.douban.com/subject/25954475/","新闻人的理性求真。"
"驴得水",240,"8.3","600459","https://movie.douban.com/subject/25921812/","过去的如果就让它过去了，未来只会越来越糟！"
"发条橙",241,"8.5","265404","https://movie.douban.com/subject/1292233/","我完全康复了。"
"黑鹰坠落",242,"8.7","193059","https://movie.douban.com/subject/1291824/","还原真实而残酷的战争。"
"撞车",243,"8.6","238192","https://movie.douban.com/subject/1388216/","天使与魔鬼的冲撞。"
"我爱你",244,"9.0","98517","https://movie.douban.com/subject/5908478/","你要相信，这世上真的有爱存在，不管在什么年纪 "
"千钧一发",245,"8.8","154590","https://movie.douban.com/subject/1300117/","一部能引人思考的科幻励志片。"
"梦之安魂曲",246,"8.7","156274","https://movie.douban.com/subject/1292270/","一场没有春天的噩梦。"
